2	 　安倍晋三首相が今国会で最重視する教育基本法改正案は十七日午前、参院での審議に入った		沖縄知事選での与党推薦候補勝利を受け、与党は教育基本法改正案が焦点の臨時国会に強気の運営で臨む構えだ
2	 　安倍晋三首相が今国会で最重視する教育基本法改正案は十七日午前、参院での審議に入った		安倍政権が最重要法案と位置づける教育基本法改正案は、今国会中に成立することが確実となった
2	 　十六日午後十時半ごろ、横浜市港北区新横浜一の路上で、三人組の男が刃物で男性を刺し、車で逃走した		２７日午後４時半ごろ、UNK（やわた）２の歩道で女性が刺されたと１１０番があった
0	 　埼玉県発注の国道改良工事で談合をしたとして、県警捜査二課は十七日、談合容疑で岩沢建設（同県越生町）の社長、岩沢幸保容疑者（６６）を逮捕した		福島県の佐藤栄佐久知事（６７）は２７日午後、辞職願を渡辺敬夫県議会議長に提出した
0	 　千葉県が中心になって設立した「かずさディー・エヌ・エー研究所」などは、アレルギーや遺伝子検査が数分でできるチップを試作した		「休み取れ」休めば電話で「すぐに来い」空とぶ竹ぼうき
0	 　■イオン　サッポロビールの指定農家が栽培した原料でつくったビール「サッポロ　畑から育てた麦芽１００％まろやかビール」を十二月四日に発売する		大手ビール３社の２０１１年１〜９月期連結決算が４日、出そろった
1	 　三菱自動車の益子修社長は十六日、日本経済新聞記者に「環境技術や小型車事業で他社との事業提携を積極的に活用する」と語り、提携をテコに成長戦略を描く姿勢を示した		三菱自動車は２０日、１１年度から３年間の中期経営計画を発表した
0	 　キリンビールは十六日、ワイン大手で東証一部上場のメルシャンに対してＴＯＢ（株式公開買い付け）を実施し、発行済み株式の五〇・一二％を取得すると発表した		東京証券取引所は２３日、大阪証券取引所に対する株式の公開買い付け（ＴＯＢ）が成立したと発表した
0	 　キリンビールは十六日、ワイン大手で東証一部上場のメルシャンに対してＴＯＢ（株式公開買い付け）を実施し、発行済み株式の五〇・一二％を取得すると発表した		米ゼネラル・エレクトリック（ＧＥ）は２３日、三洋電機系金融会社の三洋電機クレジットを買収すると発表した
1	 　フジタが十六日発表した二〇〇六年九月中間決算は、連結経常利益が前年同期に比べて八倍の二十五億円だった		運輸収入が堅調で売上高が前年同期より増えたが、原油高による動力費の増加などで経常利益は減少した
1	 　吉本興業が十六日発表した二〇〇六年九月中間期の連結決算は、経常利益が前年同期比一八％減の二十七億円だった		運輸収入が堅調で売上高が前年同期より増えたが、原油高による動力費の増加などで経常利益は減少した
4	 　今年度新たに中国残留孤児と認定された七人が十六日、肉親捜しのため一時帰国した		中国残留孤児訴訟の原告・弁護団代表１５人が５日午前、首相官邸で福田康夫首相と面会した
4	 　日銀は十六日、政策委員会の金融政策決定会合を開き、金融政策の現状維持を全員一致で決めた		日銀は１５、１６両日、金融政策決定会合を開く
4	 　安倍政権が今国会の最優先課題に掲げる教育基本法改正案が十六日午後の衆院本会議で、野党欠席のまま与党などの賛成多数で可決、参院に送付された		政府は２８日午前、教育基本法改正案を閣議決定した
2	 　安倍政権が今国会の最優先課題に掲げる教育基本法改正案が十六日午後の衆院本会議で、野党欠席のまま与党などの賛成多数で可決、参院に送付された		沖縄知事選での与党推薦候補勝利を受け、与党は教育基本法改正案が焦点の臨時国会に強気の運営で臨む構えだ
2	 　任天堂は十二月二日に国内で発売する新型ゲーム機「Ｗｉｉ（ウィー）」で、二〇〇七年下半期にも上位機種を発売する方針を決めた		任天堂は１３日、据え置き型ゲーム機「ＷｉｉＵ（ウィーユー）」を１２月８日に国内で発売すると発表した
3	 　ソニーは次世代型のハイビジョン映像を効率的に編集・管理する業務用システムを開発するため、カナダのベンチャー企業に出資する		パナソニックとＮＴＴは１７日、映像と通信を融合した新技術の開発で業務提携すると発表した
0	 　日産ディーゼル工業は十五日、スウェーデントラック大手ボルボとの販売提携などを正式発表した		米ゼネラル・モーターズ（ＧＭ）と日産自動車・仏ルノーの提携交渉が打ち切られることが確実になった
4	 　安倍政権が今国会で最重視する教育基本法改正案は十五日の衆院同法特別委員会で可決された		政府は２８日午前、教育基本法改正案を閣議決定した
0	 　安倍政権が今国会で最重視する教育基本法改正案は十五日の衆院同法特別委員会で可決された		消費者金融のグレーゾーン金利廃止などを柱とする貸金業規制法などの改正案が７日、衆院本会議で審議入りした
2	 　安倍政権が今国会で最重視する教育基本法改正案は十五日の衆院同法特別委員会で可決された		沖縄知事選での与党推薦候補勝利を受け、与党は教育基本法改正案が焦点の臨時国会に強気の運営で臨む構えだ
0	 　安倍政権が今国会で最重視する教育基本法改正案は十五日の衆院同法特別委員会で可決された		参院予算委員会は５日、災害対策費などを柱とした０６年度補正予算案を与党単独で可決した
0	 　【ナイロビ＝古谷茂久】ケニアで開催中の地球温暖化防止締約国会議は十五日午前（日本時間同日午後）、閣僚級会合が始まった		京都議定書は、先進国が温室効果ガス削減目標を達成するために森林が吸収した二酸化炭素分を含めることを認めている
2	 　東京急行電鉄、東武鉄道、京浜急行電鉄の関東私鉄大手三社が十五日発表した二〇〇六年九月中間連結決算は、営業利益がそろって減少した		在京の民放キー局５社の０６年９月中間連結決算が１６日出そろった
2	 　東京急行電鉄、東武鉄道、京浜急行電鉄の関東私鉄大手三社が十五日発表した二〇〇六年九月中間連結決算は、営業利益がそろって減少した		大手自動車メーカー７社の１１年９月中間連結決算が８日、出そろった
2	 　東京急行電鉄、東武鉄道、京浜急行電鉄の関東私鉄大手三社が十五日発表した二〇〇六年九月中間連結決算は、営業利益がそろって減少した		主要コンビニエンスストア５社の２０１４年８月中間決算（単体）が８日、出そろった
2	 　資源開発最大手の国際石油開発帝石ホールディングスが十五日発表した二〇〇六年九月中間期の連結決算は、経常利益が二千九百四十億円だった		生命保険主要１３社の２０１４年９月中間決算が２８日出そろった
0	 　大リーグのゼネラルマネジャー（ＧＭ）会議が行われているフロリダ州のホテルの会見場には、日米の報道陣が詰めかけた		（日米通算１５０勝は）通過点だけど大きな節目だった
1	 　九州地盤の紳士服チェーン、フタタは十五日午前、福岡市内で臨時株主総会を開き、業界四位のコナカと株式交換方式で経営統合することを正式に決めた		３月期決算の上場企業の株主総会が２６日ピークを迎え、東京証券取引所によると、９７７社が開催した
3	 　【ハノイ＝西村博之】アジア太平洋経済協力会議（ＡＰＥＣ）の閣僚会合が十五日午前、ハノイで開幕した		ＡＰＥＣの閣僚会議が１０日、２日間の日程で横浜市で始まった
2	 　与党は十五日、教育基本法改正案について、同日中にも衆院教育基本法特別委員会で採決する方向で最終調整に入った		政府は２８日午前、教育基本法改正案を閣議決定した
3	 　与党は十五日、教育基本法改正案について、同日中にも衆院教育基本法特別委員会で採決する方向で最終調整に入った		安倍政権が最重要法案と位置づける教育基本法改正案は、今国会中に成立することが確実となった
1	 　二十六歳の右腕に六十億円！　大リーグ移籍を目指す西武の松坂大輔投手の独占交渉権はレッドソックスが手中にしたことが十五日、明らかになった		（日米通算１５０勝は）通過点だけど大きな節目だった
1	 　三菱化学と三菱商事はナノテクノロジー（超微細技術）を使った新素材を手掛ける共同出資会社、フロンティアカーボン（東京・千代田）の増資を引き受けた		三菱商事は３０日、伊藤ハムに追加出資すると発表した
0	 　三井化学や三菱樹脂などポリエチレン（ＰＥ）製品八社が十四日、違法な価格カルテルを結んでいた疑いで公正取引委員会の立ち入り検査を受けた		非鉄、化学、製紙大手各社の０６年３月期連結決算が、１５日に出そろった
3	 　新しい形態の信託制度の導入を柱とした信託法改正案が今国会で成立する見通しとなった		１９２２年の制定以来、初めて全面的に見直された改正信託法が８日、成立した
2	 　即席めん最大手の日清食品は業界四位の明星食品との資本提携で合意した		日興コーディアルグループの桑島正治社長は２７日の会見で、大手金融グループとの資本提携に前向きな姿勢を見せた
0	 　日本経済新聞社は十四日、総合経済データバンク「ＮＥＥＤＳ」を使った経済成長率予測をまとめた		０８年１〜３月期の国内総生産（ＧＤＰ）について、主な民間調査機関９社の予測がまとまった
0	 　日本経済新聞社は十四日、総合経済データバンク「ＮＥＥＤＳ」を使った経済成長率予測をまとめた		内閣府は１日、世界経済の動向を分析した報告書「世界経済の潮流」を発表した
3	 　【ハノイ＝藤田哲哉】アジア太平洋経済協力会議（ＡＰＥＣ）閣僚会議が十五日からハノイで開幕する		ＡＰＥＣの閣僚会議が１０日、２日間の日程で横浜市で始まった
0	 　安倍晋三首相が二〇〇六年度補正予算案の編成を指示したことで、今後の焦点は税収増を原資に〇六年度の新規国債発行額をどれだけ減らせるかに移る		衆院予算委員会は２日午前、菅直人首相と全閣僚が出席して基本的質疑を行い、ねじれ国会での論戦が始まった
0	 　堀場製作所が十四日発表した二〇〇六年九月中間期の連結決算は、経常利益が五十七億円と前年同期比五〇％増えた		デジタル家電や自動車向けに半導体需要が拡大するなか、国内の半導体主要４社の業績の明暗が分かれている
2	 　日本通運が十四日発表した二〇〇六年九月中間決算は連結経常利益が前年同期比一二％増の二百六十億円だった		運輸収入が堅調で売上高が前年同期より増えたが、原油高による動力費の増加などで経常利益は減少した
2	 　オリンパスは十三日、デジタルカメラ技術を応用して歯科分野に参入すると発表した		富士写真フイルムは１２日、化粧品や機能性食品を製造販売する「ヘルスケア事業」に新規参入すると発表した
